	Name	Date Modified	Shape	Length	Width	Diameter	Subspecies	File #	length_gmean	width_gmean	length_amean	width_amean	volume_gmean	surface_gmean	volume_amean	surface_amean	length_ranges	width_ranges	length_ranges_fix	width_ranges_fix
25	Spirochaeta asiatica	07/04/2022	helical	15-22.5	0.2-0.25		No	9	18.371173070873837	0.223606797749979	18.75	0.225	0.718507273328115	12.905408721477324	0.7425326042607718	13.25359400733194	[15.0, 22.5]	[0.2, 0.25]	[15.0, 22.5]	[0.2, 0.25]
26	Spirochaeta aurantia	07/04/2022	helical	5-50	0.3		No	9	15.811388300841893	0.3	27.5	0.3	1.1105725964314839	14.901882398694148	1.9367918709381073	25.918139392115794	[5.0, 50.0]	[0.3, 0.3]	[5.0, 50.0]	[0.3, 0.3]
27	Spirochaeta bajacaliforniensis	07/04/2022	helical	15-45	0.2-0.3		No	9	25.980762113533164	0.2449489742783178	30.0	0.25	1.2204669213676114	19.99297322171265	1.4685309409358538	23.561944901923447	[15.0, 45.0]	[0.2, 0.3]	[15.0, 45.0]	[0.2, 0.3]
28	Spirochaeta caldaria	07/04/2022	helical	15-45	0.2-0.3		No	9	25.980762113533164	0.2449489742783178	30.0	0.25	1.2204669213676114	19.99297322171265	1.4685309409358538	23.561944901923447	[15.0, 45.0]	[0.2, 0.3]	[15.0, 45.0]	[0.2, 0.3]
29	Spirochaeta halophila	07/04/2022	helical	15-30	0.4		No	9	21.213203435596427	0.4	22.5	0.4	2.6489746020758744	26.657297628950197	2.8106782274116684	28.274333882308138	[15.0, 30.0]	[0.4, 0.4]	[15.0, 30.0]	[0.4, 0.4]
30	Spirochaeta isovalerica	07/04/2022	helical	10-15	0.4		No	9	12.247448713915889	0.4	12.5	0.4	1.5223046353750913	15.390597961942365	1.5540411659757511	15.707963267948966	[10.0, 15.0]	[0.4, 0.4]	[10.0, 15.0]	[0.4, 0.4]
31	Spirochaeta litoralis	07/04/2022	helical	5.5-7.0	0.4-0.5		No	9	6.2048368229954285	0.447213595499958	6.25	0.45	0.9512374398888245	8.717565823576447	0.970163081336698	8.835729338221293	[5.5, 7.0]	[0.4, 0.5]	[5.5, 7.0]	[0.4, 0.5]
32	Spirochaeta smaragdinae	07/04/2022	spiral	5-30	0.3-0.5		No	9	12.247448713915889	0.3872983346207417	17.5	0.4	1.427659388897196	14.90188239869415	2.1823596966937098	21.991148575128552	[5.0, 30.0]	[0.3, 0.5]	[5.0, 30.0]	[0.3, 0.5]
33	Spirochaeta stenostrepta	07/04/2022	helical	15-45	0.2-0.3		No	9	25.980762113533164	0.2449489742783178	30.0	0.25	1.2204669213676114	19.99297322171265	1.4685309409358538	23.561944901923447	[15.0, 45.0]	[0.2, 0.3]	[15.0, 45.0]	[0.2, 0.3]
34	Spirochaeta thermophila	07/04/2022	helical	16-50	0.2-0.25		No	9	28.2842712474619	0.223606797749979	33.0	0.225	1.107793728401658	19.869176531592203	1.3091237480742124	23.326325452904214	[16.0, 50.0]	[0.2, 0.25]	[16.0, 50.0]	[0.2, 0.25]
35	Spirochaeta zuelzerae	07/04/2022	helical	0.2-0.35	8-16		No	9	11.31370849898476	0.264575131106459	12.0	0.275	0.6171550188276325	9.403810686831196	0.707304224140049	10.367255756846319	[0.2, 0.35]	[8.0, 16.0]	[8.0, 16.0]	[0.2, 0.35]
36	Borrelia anserina	07/04/2022	helical	8-20	0.2-0.3		No	9	12.649110640673515	0.2449489742783178	14.0	0.25	0.5922276464572803	9.733868822336666	0.6831327775384055	10.995574287564276	[8.0, 20.0]	[0.2, 0.3]	[8.0, 20.0]	[0.2, 0.3]
37	Borrelia afzelii	07/04/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
38	Borrelia baltazardii	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
39	Borrelia brasiliensis	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
40	Borrelia burgdorferi	07/04/2022	helical	4-30	0.2-0.3		No	9	10.95445115010332	0.2449489742783178	17.0	0.25	0.5123686993686072	8.42977767724887	0.8303949331754271	13.351768777756622	[4.0, 30.0]	[0.2, 0.3]	[4.0, 30.0]	[0.2, 0.3]
41	Borrelia caucasica	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
42	Borrelia coriaceae	07/04/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
43	Borrelia crocidurae	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
44	Borrelia dugesii	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
45	Borrelia duttonii	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
46	Borrelia garinii	07/04/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
47	Borrelia graingeri	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
48	Borrelia harveyi	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
49	Borrelia hermsii	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
50	Borrelia hispanica	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
51	Borrelia japonica	07/04/2022	helical	4-30	0.2-0.3		No	9	10.95445115010332	0.2449489742783178	17.0	0.25	0.5123686993686072	8.42977767724887	0.8303949331754271	13.351768777756622	[4.0, 30.0]	[0.2, 0.3]	[4.0, 30.0]	[0.2, 0.3]
52	Borrelia latyschewii	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
53	Borrelia lusitaniae	07/04/2022	helical	4-30	0.2-0.3		No	9	10.95445115010332	0.2449489742783178	17.0	0.25	0.5123686993686072	8.42977767724887	0.8303949331754271	13.351768777756622	[4.0, 30.0]	[0.2, 0.3]	[4.0, 30.0]	[0.2, 0.3]
54	Borrelia mazzottii	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
55	Borrelia miyamotoi	07/04/2022	helical	4-30	0.2-0.3		No	9	10.95445115010332	0.2449489742783178	17.0	0.25	0.5123686993686072	8.42977767724887	0.8303949331754271	13.351768777756622	[4.0, 30.0]	[0.2, 0.3]	[4.0, 30.0]	[0.2, 0.3]
56	Borrelia parkeri	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
57	Borrelia persica	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
58	Borrelia recurrentis	07/04/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
59	Borrelia sinica	07/04/2022	helical	4-30	0.2-0.3		No	9	10.95445115010332	0.2449489742783178	17.0	0.25	0.5123686993686072	8.42977767724887	0.8303949331754271	13.351768777756622	[4.0, 30.0]	[0.2, 0.3]	[4.0, 30.0]	[0.2, 0.3]
60	Borrelia spielmanii	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
61	Borrelia tanukii	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
62	Borrelia tillae	07/05/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
63	Borrelia turdi	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
64	Borrelia turicatae	07/05/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
65	Borrelia valaisiana	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
66	Borrelia venezuelensis	07/05/2022	helical	8-18	0.3-0.6		No	9	11.999999999999995	0.42426406871192845	13.0	0.44999999999999996	1.6764670597167743	15.99437857737011	2.0437041959305846	18.378317023500287	[8.0, 18.0]	[0.3, 0.6]	[8.0, 18.0]	[0.3, 0.6]
67	Treponema pallidum	07/05/2022	helical	6-20	0.18		No	9	10.95445115010332	0.18	13.0	0.18	0.2772300143542654	6.194596186309114	0.32928289239336056	7.351326809400116	[6.0, 20.0]	[0.18, 0.18]	[6.0, 20.0]	[0.18, 0.18]
68	Treponema amylovorum	07/05/2022	helical	7	0.25		No	9	7.0	0.25	7.0	0.25	0.33952108105202194	5.497787143782138	0.33952108105202194	5.497787143782138	[7.0, 7.0]	[0.25, 0.25]	[7.0, 7.0]	[0.25, 0.25]
69	Treponema azotonutricium	07/05/2022	helical	10-12	0.2-0.3		No	9	10.954451150103326	0.2449489742783178	11.0	0.25	0.5123686993686074	8.429777677248874	0.5358706219013839	8.63937979737193	[10.0, 12.0]	[0.2, 0.3]	[10.0, 12.0]	[0.2, 0.3]
70	Treponema bryantii	07/05/2022	helical	10-12	0.2-0.3		No	9	10.954451150103326	0.2449489742783178	11.0	0.25	0.5123686993686074	8.429777677248874	0.5358706219013839	8.63937979737193	[10.0, 12.0]	[0.2, 0.3]	[10.0, 12.0]	[0.2, 0.3]
71	Treponema brennaborense	07/05/2022	helical	5-8	0.25-0.55		No	9	6.324555320336757	0.37080992435478316	6.5	0.4	0.6696547442354164	7.367687846671536	0.8000589291142006	8.168140899333462	[5.0, 8.0]	[0.25, 0.55]	[5.0, 8.0]	[0.25, 0.55]
72	Treponema carateum	07/05/2022	helical	6-20	0.18		No	9	10.95445115010332	0.18	13.0	0.18	0.2772300143542654	6.194596186309114	0.32928289239336056	7.351326809400116	[6.0, 20.0]	[0.18, 0.18]	[6.0, 20.0]	[0.18, 0.18]
73	Treponema denticola	07/05/2022	helical	6.8-8.68	0.18-0.22		No	9	7.68270785595808	0.198997487421324	7.74	0.2	0.23688273389648284	4.802991129986394	0.24106487628545684	4.863185427757	[6.8, 8.68]	[0.18, 0.22]	[6.8, 8.68]	[0.18, 0.22]
74	Treponema lecithinolyticum	07/05/2022	helical	5	0.15		No	9	5.0	0.15	5.0	0.15	0.08747372044839079	2.356194490192345	0.08747372044839079	2.356194490192345	[5.0, 5.0]	[0.15, 0.15]	[5.0, 5.0]	[0.15, 0.15]
75	Treponema maltophilum	07/05/2022	helical	5	0.2		No	9	5.0	0.2	5.0	0.2	0.15498523757709648	3.141592653589793	0.15498523757709648	3.141592653589793	[5.0, 5.0]	[0.2, 0.2]	[5.0, 5.0]	[0.2, 0.2]
76	Treponema medium	07/05/2022	helical	5-16	0.2-0.3		No	9	8.944271909999157	0.2449489742783178	10.5	0.25	0.41764123437195794	6.88288465145457	0.5113269292952137	8.246680715673207	[5.0, 16.0]	[0.2, 0.3]	[5.0, 16.0]	[0.2, 0.3]
77	Treponema minutum	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
78	Treponema paraluiscuniculi	07/05/2022	helical	6-20	0.18		No	9	10.95445115010332	0.18	13.0	0.18	0.2772300143542654	6.194596186309114	0.32928289239336056	7.351326809400116	[6.0, 20.0]	[0.18, 0.18]	[6.0, 20.0]	[0.18, 0.18]
79	Treponema parvum	07/05/2022	helical	1	0.18		No	9	1.0	0.18	1.0	0.18	0.023920086464432683	0.5654866776461628	0.023920086464432683	0.5654866776461628	[1.0, 1.0]	[0.18, 0.18]	[1.0, 1.0]	[0.18, 0.18]
80	Treponema pectinovorum	07/05/2022	helical	7-15	0.28-0.30		No	9	10.246950765959596	0.28982753492378877	11.0	0.29000000000000004	0.6696530098270619	9.330054170132566	0.7201868156899462	10.02168056495144	[7.0, 15.0]	[0.28, 0.3]	[7.0, 15.0]	[0.28, 0.3]
81	Treponema phagedenis	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
82	Treponema refringens	07/05/2022	helical	5-8	0.24		No	9	6.324555320336757	0.24	6.5	0.24	0.2824970273179922	4.768602367582127	0.29043395763906915	4.900884539600077	[5.0, 8.0]	[0.24, 0.24]	[5.0, 8.0]	[0.24, 0.24]
83	Treponema saccharophilum	07/05/2022	helical	12-20	0.6-0.7		No	9	15.491933384829666	0.648074069840786	16.0	0.6499999999999999	5.039021665938965	31.541339914940313	5.237394927692407	32.67256359733384	[12.0, 20.0]	[0.6, 0.7]	[12.0, 20.0]	[0.6, 0.7]
84	Treponema scoliodontus	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
85	Treponema socranskii	07/05/2022	helical	6-15	0.16-0.18		No	9	9.486832980505138	0.16970562748477142	10.5	0.16999999999999998	0.2133075562550062	5.057866606349323	0.2370428522906984	5.60774288665778	[6.0, 15.0]	[0.16, 0.18]	[6.0, 15.0]	[0.16, 0.18]
86	Treponema succinifaciens	07/05/2022	helical	4-8	0.3		No	9	5.656854249492379	0.3	6.0	0.3	0.39279088096367587	5.331459525790038	0.4170464247640451	5.654866776461628	[4.0, 8.0]	[0.3, 0.3]	[4.0, 8.0]	[0.3, 0.3]
87	Treponema vincentii	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
88	Treponema suis	07/05/2022	helical	3-30	0.2-0.5		No	9	9.486832980505138	0.316227766016838	16.5	0.35	0.7368152963798779	9.424777960769381	1.5762613890152035	18.142697574481055	[3.0, 30.0]	[0.2, 0.5]	[3.0, 30.0]	[0.2, 0.5]
89	Treponema macrodentium	07/05/2022	helical	5-16	0.1-0.25		No	9	8.944271909999157	0.158113883008419	10.5	0.175	0.17458551533166444	4.442882938158366	0.25115151582350587	5.772676500971245	[5.0, 16.0]	[0.1, 0.25]	[5.0, 16.0]	[0.1, 0.25]
90	Treponema orale	07/05/2022	helical	6-16	0.10-0.25		No	9	9.797958971132712	0.158113883008419	11.0	0.175	0.1913476215799259	4.866934411168335	0.2631779252005293	6.047565858160352	[6.0, 16.0]	[0.1, 0.25]	[6.0, 16.0]	[0.1, 0.25]
91	Brachyspira aalborgi	07/05/2022	helical	2-11	0.2-0.4		No	9	4.69041575982343	0.28284271247461906	6.5	0.30000000000000004	0.2887836699493171	4.167793630437726	0.4523893421169303	6.1261056745000975	[2.0, 11.0]	[0.2, 0.4]	[2.0, 11.0]	[0.2, 0.4]
92	Brachyspira alvinipulli	07/05/2022	helical	2-11	0.2-0.4		No	9	4.69041575982343	0.28284271247461906	6.5	0.30000000000000004	0.2887836699493171	4.167793630437726	0.4523893421169303	6.1261056745000975	[2.0, 11.0]	[0.2, 0.4]	[2.0, 11.0]	[0.2, 0.4]
93	Brachyspira hyodysenteriae	07/05/2022	helical	2-11	0.2-0.4		No	9	4.69041575982343	0.28284271247461906	6.5	0.30000000000000004	0.2887836699493171	4.167793630437726	0.4523893421169303	6.1261056745000975	[2.0, 11.0]	[0.2, 0.4]	[2.0, 11.0]	[0.2, 0.4]
94	Brachyspira innocens	07/05/2022	helical	2-11	0.2-0.4		No	9	4.69041575982343	0.28284271247461906	6.5	0.30000000000000004	0.2887836699493171	4.167793630437726	0.4523893421169303	6.1261056745000975	[2.0, 11.0]	[0.2, 0.4]	[2.0, 11.0]	[0.2, 0.4]
95	Brachyspira intermedi	07/05/2022	helical	2-11	0.2-0.4		No	9	4.69041575982343	0.28284271247461906	6.5	0.30000000000000004	0.2887836699493171	4.167793630437726	0.4523893421169303	6.1261056745000975	[2.0, 11.0]	[0.2, 0.4]	[2.0, 11.0]	[0.2, 0.4]
96	Brachyspira murdochii	07/05/2022	helical	2-11	0.2-0.4		No	9	4.69041575982343	0.28284271247461906	6.5	0.30000000000000004	0.2887836699493171	4.167793630437726	0.4523893421169303	6.1261056745000975	[2.0, 11.0]	[0.2, 0.4]	[2.0, 11.0]	[0.2, 0.4]
