	Length	taxID	Name	Width	shape	length_gmean	width_gmean	length_amean	width_amean	volume_gmean	surface_gmean	volume_amean	surface_amean	length_ranges	width_ranges	length_ranges_fix	width_ranges_fix
132	4 - 6	118163	Pleurocapsa sp.	4 - 6	sphere/spheroid	4.898979485566356	4.898979485566356	5.0	5.0	61.562391847769455	75.39822368615502	65.44984694978736	78.53981633974483	[4.0, 6.0]	[4.0, 6.0]	[4.0, 6.0]	[4.0, 6.0]
134	1.9 - 2.1	91464	Synechococcus sp.	1.9 - 2.1	sphere/spheroid	1.9974984355438177	1.9974984355438177	2.0	2.0	4.173092063089938	12.534954687823271	4.1887902047863905	12.566370614359172	[1.9, 2.1]	[1.9, 2.1]	[1.9, 2.1]	[1.9, 2.1]
136	2 - 3	2732530	Synechocystis sp. PCC 7338	2 - 3	sphere/spheroid	2.449489742783178	2.449489742783178	2.5	2.5	7.695298980971182	18.849555921538755	8.18123086872342	19.634954084936208	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]
137	2 - 3	1142	Synechocystis	2 - 3	sphere/spheroid	2.449489742783178	2.449489742783178	2.5	2.5	7.695298980971182	18.849555921538755	8.18123086872342	19.634954084936208	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]
138	8 - 9	118562	Arthrospira platensis	8 - 9	sphere/spheroid	8.48528137423857	8.48528137423857	8.5	8.5	319.8875715474023	226.19467105846505	321.55509806430524	226.98006922186258	[8.0, 9.0]	[8.0, 9.0]	[8.0, 9.0]	[8.0, 9.0]
139	1.3 - 1.8	82654	Pseudanabaena sp.	1.3 - 1.8	sphere/spheroid	1.5297058540778354	1.5297058540778354	1.55	1.55	1.8742279425964483	7.351326809400116	1.9498163904811152	7.547676350249478	[1.3, 1.8]	[1.3, 1.8]	[1.3, 1.8]	[1.3, 1.8]
140	1 - 1.5	102129	Leptolyngbya sp.	1 - 1.5	sphere/spheroid	1.224744871391589	1.224744871391589	1.25	1.25	0.9619123726213977	4.712388980384689	1.0226538585904275	4.908738521234052	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]
141	1.3 - 1.8	111781	Leptolyngbya sp.	1.3 - 1.8	sphere/spheroid	1.5297058540778354	1.5297058540778354	1.55	1.55	1.8742279425964483	7.351326809400116	1.9498163904811152	7.547676350249478	[1.3, 1.8]	[1.3, 1.8]	[1.3, 1.8]	[1.3, 1.8]
142	2 - 2.5	1152	Pseudanabaena	2 - 2.5	sphere/spheroid	2.23606797749979	2.23606797749979	2.25	2.25	5.854012275867273	15.707963267948967	5.964117303299373	15.904312808798327	[2.0, 2.5]	[2.0, 2.5]	[2.0, 2.5]	[2.0, 2.5]
143	1.8 - 2.3	1152	Pseudanabaena	1.8 - 2.3	sphere/spheroid	2.0346989949375804	2.0346989949375804	2.05	2.05	4.410614836186082	13.006193585861745	4.510868901626293	13.202543126711102	[1.8, 2.3]	[1.8, 2.3]	[1.8, 2.3]	[1.8, 2.3]
144	0.8 - 1.3	47251	Leptolyngbya	0.8 - 1.3	sphere/spheroid	1.019803902718557	1.019803902718557	1.05	1.05	0.5553267978063552	3.2672563597333855	0.6061310326019806	3.463605900582747	[0.8, 1.3]	[0.8, 1.3]	[0.8, 1.3]	[0.8, 1.3]
147	1.5 - 2	1173025	Geitlerinema sp.	1.5 - 2	sphere/spheroid	1.7320508075688772	1.7320508075688772	1.75	1.75	2.720699046351326	9.424777960769378	2.8061621879721326	9.62112750161874	[1.5, 2.0]	[1.5, 2.0]	[1.5, 2.0]	[1.5, 2.0]
148	2.5	1152	Pseudanabaena	2.5	sphere/spheroid	2.5	2.5	2.5	2.5	8.18123086872342	19.634954084936208	8.18123086872342	19.634954084936208	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]
149	1.5	29415	Pseudanabaena tenuis PCC 7409	1.5	sphere/spheroid	1.5	1.5	1.5	1.5	1.7671458676442586	7.0685834705770345	1.7671458676442586	7.0685834705770345	[1.5, 1.5]	[1.5, 1.5]	[1.5, 1.5]	[1.5, 1.5]
150	1.8 - 2.3	47251	Leptolyngbya	1.8 - 2.3	sphere/spheroid	2.0346989949375804	2.0346989949375804	2.05	2.05	4.410614836186082	13.006193585861745	4.510868901626293	13.202543126711102	[1.8, 2.3]	[1.8, 2.3]	[1.8, 2.3]	[1.8, 2.3]
151	2.5 - 3	63132	Geitlerinema	2.5 - 3	sphere/spheroid	2.738612787525831	2.738612787525831	2.75	2.75	10.754507267897774	23.561944901923457	10.889218286270872	23.758294442772808	[2.5, 3.0]	[2.5, 3.0]	[2.5, 3.0]	[2.5, 3.0]
152	4 - 5	1158	Oscillatoria	4 - 5	sphere/spheroid	4.472135954999579	4.472135954999579	4.5	4.5	46.83209820693815	62.83185307179584	47.712938426394985	63.61725123519331	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]
154	5 - 8	92938	Fischerella muscicola	5 - 8	sphere/spheroid	6.324555320336757	6.324555320336757	6.5	6.5	132.46117687728125	125.66370614359165	143.7933137486828	132.73228961416876	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]
158	4 - 5	65093	Halothece sp.	4 - 5	sphere/spheroid	4.472135954999579	4.472135954999579	4.5	4.5	46.83209820693815	62.83185307179584	47.712938426394985	63.61725123519331	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]
159	15 - 16	118322	Lyngbya aestuarii	15 - 16	sphere/spheroid	15.491933384829666	15.491933384829666	15.5	15.5	1946.7737644673332	753.9822368615502	1949.816390481115	754.7676350249478	[15.0, 16.0]	[15.0, 16.0]	[15.0, 16.0]	[15.0, 16.0]
160	4.5 - 5	118168	Coleofasciculus chthonoplastes	4.5 - 5	sphere/spheroid	4.743416490252568	4.743416490252568	4.75	4.75	55.88205899510304	70.68583470577032	56.11506252857393	70.8821842466197	[4.5, 5.0]	[4.5, 5.0]	[4.5, 5.0]	[4.5, 5.0]
161	1 - 1.2	33072	Gloeobacter violaceus	1 - 1.2	sphere/spheroid	1.0954451150103321	1.0954451150103321	1.1	1.1	0.6882884651454569	3.7699111843077513	0.696909970321336	3.8013271108436504	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]
164	5 - 6	65393	Gloeothece citriformis PCC 7424	5 - 6	sphere/spheroid	5.47722557505166	5.47722557505166	5.5	5.5	86.03605814318209	94.24777960769376	87.11374629016697	95.03317777109123	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]
165	3-3.5	395961	Cyanothece sp.	3-3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
167	1 - 1.5	47251	Leptolyngbya	1 - 1.5	sphere/spheroid	1.224744871391589	1.224744871391589	1.25	1.25	0.9619123726213977	4.712388980384689	1.0226538585904275	4.908738521234052	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]	[1.0, 1.5]
168	3 - 3.5	1173026	Gloeocapsa sp.	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
169	2 - 2.5	927668	Pseudanabaena biceps	2 - 2.5	sphere/spheroid	2.23606797749979	2.23606797749979	2.25	2.25	5.854012275867273	15.707963267948967	5.964117303299373	15.904312808798327	[2.0, 2.5]	[2.0, 2.5]	[2.0, 2.5]	[2.0, 2.5]
170	5 - 6	217162	Chamaesiphon subglobosus	5 - 6	sphere/spheroid	5.47722557505166	5.47722557505166	5.5	5.5	86.03605814318209	94.24777960769376	87.11374629016697	95.03317777109123	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]
171	5	2169547	Chroococcidiopsis cubana CCALA 040	5	sphere/spheroid	5.0	5.0	5.0	5.0	65.44984694978736	78.53981633974483	65.44984694978736	78.53981633974483	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]
172	5	54298	Chroococcidiopsis	5	sphere/spheroid	5.0	5.0	5.0	5.0	65.44984694978736	78.53981633974483	65.44984694978736	78.53981633974483	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]
173	5	54298	Chroococcidiopsis	5	sphere/spheroid	5.0	5.0	5.0	5.0	65.44984694978736	78.53981633974483	65.44984694978736	78.53981633974483	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]
174	5	54298	Chroococcidiopsis	5	sphere/spheroid	5.0	5.0	5.0	5.0	65.44984694978736	78.53981633974483	65.44984694978736	78.53981633974483	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]
175	5	54298	Chroococcidiopsis	5	sphere/spheroid	5.0	5.0	5.0	5.0	65.44984694978736	78.53981633974483	65.44984694978736	78.53981633974483	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]
176	30	111780	Stanieria cyanosphaera PCC 7437	30	sphere/spheroid	30.0	30.0	30.0	30.0	14137.166941154068	2827.4333882308138	14137.166941154068	2827.4333882308138	[30.0, 30.0]	[30.0, 30.0]	[30.0, 30.0]	[30.0, 30.0]
177	20	102115	Stanieria	20	sphere/spheroid	20.0	20.0	20.0	20.0	4188.790204786391	1256.6370614359173	4188.790204786391	1256.6370614359173	[20.0, 20.0]	[20.0, 20.0]	[20.0, 20.0]	[20.0, 20.0]
178	5	54298	Chroococcidiopsis	5	sphere/spheroid	5.0	5.0	5.0	5.0	65.44984694978736	78.53981633974483	65.44984694978736	78.53981633974483	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]	[5.0, 5.0]
179	6 - 7	102231	Gloeocapsa	6 - 7	sphere/spheroid	6.4807406984078595	6.4807406984078595	6.5	6.5	142.51893157556958	131.9468914507713	143.7933137486828	132.73228961416876	[6.0, 7.0]	[6.0, 7.0]	[6.0, 7.0]	[6.0, 7.0]
180	1.8 - 2	1173263	Synechococcus sp.	1.8 - 2	sphere/spheroid	1.8973665961010278	1.8973665961010278	1.9	1.9	3.576451775686597	11.309733552923257	3.5913640018287314	11.341149479459153	[1.8, 2.0]	[1.8, 2.0]	[1.8, 2.0]	[1.8, 2.0]
182	1.8 - 2.3-4	47251	Leptolyngbya	1.8 - 2.3-4	sphere/spheroid	2.5489037964167984	2.5489037964167984	2.6999999999999997	2.6999999999999997	8.670795723907826	20.410646496969562	10.305994700101312	22.90221044466959	[1.8, 4.0]	[1.8, 4.0]	[1.8, 4.0]	[1.8, 4.0]
184	7 - 8	1158	Oscillatoria	7 - 8	sphere/spheroid	7.483314773547881	7.483314773547881	7.5	7.5	219.42224935939447	175.92918860102833	220.8932334555323	176.71458676442586	[7.0, 8.0]	[7.0, 8.0]	[7.0, 8.0]	[7.0, 8.0]
185	3 - 3.5	927677	Synechocystis sp.	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
186	3 - 3.5	1142	Synechocystis	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
187	3 - 3.5	102231	Gloeocapsa	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
188	3 - 3.5	102231	Gloeocapsa	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
189	15 - 16	102117	Oscillatoria sancta	15 - 16	sphere/spheroid	15.491933384829666	15.491933384829666	15.5	15.5	1946.7737644673332	753.9822368615502	1949.816390481115	754.7676350249478	[15.0, 16.0]	[15.0, 16.0]	[15.0, 16.0]	[15.0, 16.0]
194	5 - 8	1190	Fischerella	5 - 8	sphere/spheroid	6.324555320336757	6.324555320336757	6.5	6.5	132.46117687728125	125.66370614359165	143.7933137486828	132.73228961416876	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]
195	5 - 8	372787	Fischerella thermalis	5 - 8	sphere/spheroid	6.324555320336757	6.324555320336757	6.5	6.5	132.46117687728125	125.66370614359165	143.7933137486828	132.73228961416876	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]
196	5 - 8	1190	Fischerella	5 - 8	sphere/spheroid	6.324555320336757	6.324555320336757	6.5	6.5	132.46117687728125	125.66370614359165	143.7933137486828	132.73228961416876	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]
197	5 - 8	1190	Fischerella	5 - 8	sphere/spheroid	6.324555320336757	6.324555320336757	6.5	6.5	132.46117687728125	125.66370614359165	143.7933137486828	132.73228961416876	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]
201	1.8 - 2.3	47251	Leptolyngbya	1.8 - 2.3	sphere/spheroid	2.0346989949375804	2.0346989949375804	2.05	2.05	4.410614836186082	13.006193585861745	4.510868901626293	13.202543126711102	[1.8, 2.3]	[1.8, 2.3]	[1.8, 2.3]	[1.8, 2.3]
202	5 - 8	1190	Fischerella	5 - 8	sphere/spheroid	6.324555320336757	6.324555320336757	6.5	6.5	132.46117687728125	125.66370614359165	143.7933137486828	132.73228961416876	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]	[5.0, 8.0]
204	3 - 3.5	102231	Gloeocapsa	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
222	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
224	7 - 8	88830	Nodularia sphaerocarpa PCC 7804	7 - 8	sphere/spheroid	7.483314773547881	7.483314773547881	7.5	7.5	219.42224935939447	175.92918860102833	220.8932334555323	176.71458676442586	[7.0, 8.0]	[7.0, 8.0]	[7.0, 8.0]	[7.0, 8.0]
226	3 - 3.5	267872	Microcystis aeruginosa PCC 7806	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
230	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
234	3 - 3.5	374211	Microcystis aeruginosa PCC 7813	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
240	3 - 3.5	267867	Microcystis aeruginosa PCC 7820	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
242	5 - 6	2546359	Gloeothece verrucosa	5 - 6	sphere/spheroid	5.47722557505166	5.47722557505166	5.5	5.5	86.03605814318209	94.24777960769376	87.11374629016697	95.03317777109123	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]
246	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
262	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
264	2 - 3	1142	Synechocystis	2 - 3	sphere/spheroid	2.449489742783178	2.449489742783178	2.5	2.5	7.695298980971182	18.849555921538755	8.18123086872342	19.634954084936208	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]
277	8 - 10	35823	Arthrospira	8 - 10	sphere/spheroid	8.944271909999157	8.944271909999157	9.0	9.0	374.6567856555052	251.32741228718336	381.7035074111599	254.46900494077323	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]
278	8 - 10	35823	Arthrospira	8 - 10	sphere/spheroid	8.944271909999157	8.944271909999157	9.0	9.0	374.6567856555052	251.32741228718336	381.7035074111599	254.46900494077323	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]
280	1 - 1.2	1140	Synechococcus elongatus PCC 7942 = FACHB-805	1 - 1.2	sphere/spheroid	1.0954451150103321	1.0954451150103321	1.1	1.1	0.6882884651454569	3.7699111843077513	0.696909970321336	3.8013271108436504	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]
281	1 - 1.2	1129	Synechococcus	1 - 1.2	sphere/spheroid	1.0954451150103321	1.0954451150103321	1.1	1.1	0.6882884651454569	3.7699111843077513	0.696909970321336	3.8013271108436504	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]
282	1 - 1.2	1129	Synechococcus	1 - 1.2	sphere/spheroid	1.0954451150103321	1.0954451150103321	1.1	1.1	0.6882884651454569	3.7699111843077513	0.696909970321336	3.8013271108436504	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]
284	25 - 30	380547	Chroococcus turgidus	25 - 30	sphere/spheroid	27.386127875258303	27.386127875258303	27.5	27.5	10754.507267897763	2356.1944901923443	10889.218286270872	2375.8294442772813	[25.0, 30.0]	[25.0, 30.0]	[25.0, 30.0]	[25.0, 30.0]
293	5 - 6	105592	Symploca atlantica PCC 8002	5 - 6	sphere/spheroid	5.47722557505166	5.47722557505166	5.5	5.5	86.03605814318209	94.24777960769376	87.11374629016697	95.03317777109123	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]	[5.0, 6.0]
294	8 - 10	147322	Limnospira indica	8 - 10	sphere/spheroid	8.944271909999157	8.944271909999157	9.0	9.0	374.6567856555052	251.32741228718336	381.7035074111599	254.46900494077323	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]
295	8 - 10	35823	Arthrospira	8 - 10	sphere/spheroid	8.944271909999157	8.944271909999157	9.0	9.0	374.6567856555052	251.32741228718336	381.7035074111599	254.46900494077323	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]
299	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
303	1 - 1.2	102124	Gloeobacter violaceus PCC 8105	1 - 1.2	sphere/spheroid	1.0954451150103321	1.0954451150103321	1.1	1.1	0.6882884651454569	3.7699111843077513	0.696909970321336	3.8013271108436504	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]
304	9 - 11	28073	Lyngbya	9 - 11	sphere/spheroid	9.949874371066203	9.949874371066203	10.0	10.0	515.7644617666689	311.01767270538977	523.5987755982989	314.1592653589793	[9.0, 11.0]	[9.0, 11.0]	[9.0, 11.0]	[9.0, 11.0]
317	3 - 4	2512018	Cyanothece sp. PCC 8303	3 - 4	sphere/spheroid	3.464101615137755	3.464101615137755	3.5	3.5	21.765592370810616	37.699111843077524	22.44929750377706	38.48451000647496	[3.0, 4.0]	[3.0, 4.0]	[3.0, 4.0]	[3.0, 4.0]
318	4 - 8	13035	Dactylococcopsis salina PCC 8305	4 - 8	sphere/spheroid	5.656854249492379	5.656854249492379	6.0	6.0	94.78150268071174	100.53096491487334	113.09733552923255	113.09733552923255	[4.0, 8.0]	[4.0, 8.0]	[4.0, 8.0]	[4.0, 8.0]
321	6 - 6.5	217161	Chamaesiphon	6 - 6.5	sphere/spheroid	6.244997998398397	6.244997998398397	6.25	6.25	127.52505891743385	122.5221134900019	127.83173232380342	122.7184630308513	[6.0, 6.5]	[6.0, 6.5]	[6.0, 6.5]	[6.0, 6.5]
324	3 - 3.5	102231	Gloeocapsa	3 - 3.5	sphere/spheroid	3.2403703492039306	3.2403703492039306	3.25	3.25	17.814866446946212	32.98672286269284	17.97416421858535	33.18307240354219	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
327	3	41431	Rippkaea orientalis PCC 8801	3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
328	3	395962	Rippkaea orientalis	3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
329	4 - 5	28070	Gloeothece	4 - 5	sphere/spheroid	4.472135954999579	4.472135954999579	4.5	4.5	46.83209820693815	62.83185307179584	47.712938426394985	63.61725123519331	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]
330	4 - 5	28070	Gloeothece	4 - 5	sphere/spheroid	4.472135954999579	4.472135954999579	4.5	4.5	46.83209820693815	62.83185307179584	47.712938426394985	63.61725123519331	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]	[4.0, 5.0]
331	2 - 3	1142	Synechocystis	2 - 3	sphere/spheroid	2.449489742783178	2.449489742783178	2.5	2.5	7.695298980971182	18.849555921538755	8.18123086872342	19.634954084936208	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]
338	1 - 1.2	167375	Cyanobium	1 - 1.2	sphere/spheroid	1.0954451150103321	1.0954451150103321	1.1	1.1	0.6882884651454569	3.7699111843077513	0.696909970321336	3.8013271108436504	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]	[1.0, 1.2]
339	2.3 - 2.6	1142	Synechocystis	2.3 - 2.6	sphere/spheroid	2.445403852127497	2.445403852127497	2.45	2.45	7.656854567647579	18.786724068466963	7.700109043795535	18.857409903172737	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]
344	2.3 -2.6	1142	Synechocystis	2.3 -2.6	sphere/spheroid	2.445403852127497	2.445403852127497	2.45	2.45	7.656854567647579	18.786724068466963	7.700109043795535	18.857409903172737	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]
345	1.9 - 2.4	47251	Leptolyngbya	1.9 - 2.4	sphere/spheroid	2.1354156504062622	2.1354156504062622	2.15	2.15	5.098540650954507	14.325662500369457	5.203720981436742	14.522012041218819	[1.9, 2.4]	[1.9, 2.4]	[1.9, 2.4]	[1.9, 2.4]
346	11 - 12	1158	Oscillatoria	11 - 12	sphere/spheroid	11.489125293076055	11.489125293076055	11.5	11.5	794.0713355718087	414.69023027385253	796.3282878380627	415.4756284372501	[11.0, 12.0]	[11.0, 12.0]	[11.0, 12.0]	[11.0, 12.0]
347	2.3 - 2.6	1142	Synechocystis	2.3 - 2.6	sphere/spheroid	2.445403852127497	2.445403852127497	2.45	2.45	7.656854567647579	18.786724068466963	7.700109043795535	18.857409903172737	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]
361	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
362	2 - 3	1142	Synechocystis	2 - 3	sphere/spheroid	2.449489742783178	2.449489742783178	2.5	2.5	7.695298980971182	18.849555921538755	8.18123086872342	19.634954084936208	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]	[2.0, 3.0]
363	1.4 - 6	63132	Geitlerinema	1.4 - 6	sphere/spheroid	2.898275349237888	2.898275349237888	3.7	3.7	12.747280763344596	26.389378290154262	26.521848780380637	43.00840342764427	[1.4, 6.0]	[1.4, 6.0]	[1.4, 6.0]	[1.4, 6.0]
364	1.7 - 2.1	47251	Leptolyngbya	1.7 - 2.1	sphere/spheroid	1.8894443627691184	1.8894443627691184	1.9	1.9	3.5318393950180553	11.21548577331556	3.5913640018287314	11.341149479459153	[1.7, 2.1]	[1.7, 2.1]	[1.7, 2.1]	[1.7, 2.1]
365	12 - 13	28073	Lyngbya	12 - 13	sphere/spheroid	12.489995996796797	12.489995996796797	12.5	12.5	1020.2004713394712	490.0884539600077	1022.6538585904274	490.8738521234052	[12.0, 13.0]	[12.0, 13.0]	[12.0, 13.0]	[12.0, 13.0]
366	3.3 - 3.8	1142	Synechocystis	3.3 - 3.8	sphere/spheroid	3.5411862419251543	3.5411862419251543	3.55	3.55	23.251176186686898	39.395571876016	23.42522017164534	39.59192141686536	[3.3, 3.8]	[3.3, 3.8]	[3.3, 3.8]	[3.3, 3.8]
367	1.2 - 1.4	167375	Cyanobium	1.2 - 1.4	sphere/spheroid	1.296148139681572	1.296148139681572	1.2999999999999998	1.2999999999999998	1.1401514526045566	5.277875658030852	1.150346509989462	5.309291584566749	[1.2, 1.4]	[1.2, 1.4]	[1.2, 1.4]	[1.2, 1.4]
368	2.7 - 3.1	63132	Geitlerinema	2.7 - 3.1	sphere/spheroid	2.8930952282978866	2.8930952282978866	2.9000000000000004	2.9000000000000004	12.679052767922075	26.29513051054657	12.770050538066915	26.42079421669017	[2.7, 3.1]	[2.7, 3.1]	[2.7, 3.1]	[2.7, 3.1]
370	< 2	1129	Synechococcus	< 2	sphere/spheroid	2.0	2.0	2.0	2.0	4.1887902047863905	12.566370614359172	4.1887902047863905	12.566370614359172	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]
378	3 - 4	43988	Cyanothece	3 - 4	sphere/spheroid	3.464101615137755	3.464101615137755	3.5	3.5	21.765592370810616	37.699111843077524	22.44929750377706	38.48451000647496	[3.0, 4.0]	[3.0, 4.0]	[3.0, 4.0]	[3.0, 4.0]
380	2.1 - 2.5	47251	Leptolyngbya	2.1 - 2.5	sphere/spheroid	2.29128784747792	2.29128784747792	2.3	2.3	6.298506435284178	16.493361431346415	6.3706263027045	16.619025137490002	[2.1, 2.5]	[2.1, 2.5]	[2.1, 2.5]	[2.1, 2.5]
381	2.3 - 2.6	1142	Synechocystis	2.3 - 2.6	sphere/spheroid	2.445403852127497	2.445403852127497	2.45	2.45	7.656854567647579	18.786724068466963	7.700109043795535	18.857409903172737	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]
