	kingdom	phylum	class	order	family	genus	species
G001026945	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
G001026985	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia	Pragia fontium
G001027005	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
G001027025	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	
G001027285	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales			
G001027545	Bacteria	Elusimicrobia					
G001027745	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
G001027865	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
G001027925	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	
G001027945	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	
G001028025	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Faecalicatena	
G001028525	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema endosymbiont of Eucomonympha sp.
G001028545	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema endosymbiont of Eucomonympha sp.
G001028585	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema endosymbiont of Eucomonympha sp.
G001028605	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema endosymbiont of Eucomonympha sp.
G001028625	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae		
G001028645	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
G001028705	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae		
G001029265	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales			
G001029285	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_4	Peptococcaceae_1	Desulfosporosinus	
G001029295	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_4	Peptococcaceae_1		
G001029445	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
G001029455	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
G001029505	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales_1	Conexibacteraceae	Conexibacter	Conexibacter woesei
G001029635	Bacteria	Candidatus Wolfebacteria					
G001029675	Bacteria	Candidatus Beckwithbacteria					
G001029715	Bacteria	Candidatus Pacebacteria					
G001029795	Bacteria						
G001029935	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Piscirickettsiaceae_1	Piscirickettsia	Piscirickettsia salmonis
G001037925	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
G001038205	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	
G001038425	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Ornithinibacillus	
G001038485	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Ornithinibacillus	
G001038505	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G001038565	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
G001038625	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G001039045	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	
G001039265	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Cyanobium	
G001039275	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
G001039475	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_6		
G001039555	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	Crocosphaera watsonii
G001039575	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Halomonas	
G001039615	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	Crocosphaera watsonii
G001039635	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	Crocosphaera watsonii
G001039735	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum
G001040845	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	
G001040865	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_3	Cellulomonadaceae	Cellulomonas	
G001040945	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	
G001042405	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acetotolerans
G001042525	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella orientalis
G001042545	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella orientalis
G001042595	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
G001042635	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
G001042675	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae		
G001042695	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Scardovia	
G001042715	Bacteria	Firmicutes_2	Clostridia_4	Eubacteriales_3	Clostridiaceae_2	Alkaliphilus	
G001043175	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
G001043915	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylobacteriaceae	Methylobacterium	Methylobacterium aquaticum
G001044175	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G001044195	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_5	Thiotrichaceae_2	Achromatium	
G001044235	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G001044245	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G001044335	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1			
G001044395	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
G001044495	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Candidatus Nitromaritima	
G001044505	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Candidatus Nitromaritima	
G001045435	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Weeksellaceae		
G001045465	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
G001045525	Bacteria	Fibrobacteres					
G001045555	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
G001045675	Bacteria	Firmicutes_4	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	
G001046635	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_2	Novosphingobium	Novosphingobium barchaimii
G001046855	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1		
G001046875	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Tetrasphaera	
G001046955	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G001047095	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus fructosus
G001047115	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus pseudoficulneus
G001047135	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructobacillus	
G001047215	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
G001047375	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1		
G001047695	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
G001049335	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae		
G001049355	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G001049735	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G001049775	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea vaginae
G001049895	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2			
G001049915	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G001050095	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_2	
G001050115	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
G001050135	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	
G001050215	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Bellilinea caldifistulae
G001050235	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	
G001050255	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	
G001050275	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Leptolinea tardivitalis
G001050305	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	
G001050375	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Catenovulum	
G001050435	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Levilactobacillus	
G001050475	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Companilactobacillus	
G001050535	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Tetrasphaera	
G001050835	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	Crocosphaera watsonii
G001051235	Bacteria	Proteobacteria_1	Gammaproteobacteria		Candidatus Competibacteraceae		
G001051995	Bacteria	Proteobacteria_1	Betaproteobacteria_4	Rhodocyclales_1	Zoogloeaceae	Thauera	
G001054195	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum
G001054655	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Peribacillus	
G001054945	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii
G001055535	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Winkia	Winkia neuii
G001055885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
G001056295	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G001057055	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	
G001062815	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001062845	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001063195	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Rothia	
G001063255	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
G001063475	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001064655	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001064665	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001065625	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001065675	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
G001068545	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
G001070095	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
G001070855	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
G001074355	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
G001077715	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	
G001077815	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aurantiacibacter	
G001077885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
G001078055	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	
G001078275	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae	Bordetella	
G001078595	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G001083795	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
G001122605	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	
G001179925	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
G001179945	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
G001180045	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
G001180065	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
G001180145	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
G001180165	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
G001180325	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G001182045	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Sutterellaceae	Sutterella	
G001182745	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
G001182825	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G001182895	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
G001183545	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
G001183565	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum suis
G001183965	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
G001184205	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfarculales	Desulfarculaceae		
G001184755	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
G001185205	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Devosiaceae	Devosia	
G001186405	Bacteria	Nitrospirae_2	Nitrospira_2	Nitrospirales_2	Nitrospiraceae_2	Leptospirillum	
G001187435	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
G001187555	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Gilvimarinus	
G001187595	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
G001187615	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Thermoactinomycetaceae	Thermoactinomyces	
G001187725	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	
G001187785	Bacteria	Proteobacteria_1	Gammaproteobacteria				
G001187845	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter temperatus
G001187865	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae_1		
G001188365	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
G001188545	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_2	Moraxella osloensis
G001188915	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
G001189075	Bacteria						
G001189095	Bacteria						
G001189105	Bacteria	Candidatus Taylorbacteria					
G001189195	Bacteria						
G001189215	Bacteria						
G001189275	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	
G001189295	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Polyangiaceae	Chondromyces	
G001189495	Bacteria	Firmicutes_2	Clostridia_7	Eubacteriales_6	Eubacteriales Family XIII. Incertae Sedis	Eubacterium	
G001189535	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_2	Arsenicicoccus	
G001189575	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Virgibacillus	
G001189915	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	
G001189955	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum chlorophenolicum
G001189965	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	
G001190015	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Caballeronia	
G001190745	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
G001190755	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
G001190785	Bacteria	Firmicutes_2	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	
G001190945	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Dermacoccaceae	Luteipulveratus	
G001191005	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Janthinobacterium	
G001192655	Bacteria	Proteobacteria_1	Alphaproteobacteria	Holosporales_1	Candidatus Paracaedibacteraceae		
G001192795	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales			
G001192835	Bacteria	Bacteroidetes_1					
G001202015	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	
G001202025	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	
G001202035	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	
G001205715	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G001235865	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Qipengyuania	
G001242845	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales			
G001243045	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G001243895	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
G001244495	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
G001244545	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae		
G001244995	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Intestinimonas	
G001247715	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	
G001247745	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Dermacoccaceae	Luteipulveratus	
G001258055	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	
G001261715	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae	Dysgonomonas	
G001261735	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae	Dysgonomonas	
G001261775	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1		
G001262015	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
G001262035	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	
G001262055	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	
G001262075	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Ottowia	
G001262495	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	Microbacterium hydrocarbonoxydans
G001262595	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylobacteriaceae	Methylorubrum	
G001262605	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_2	Pseudobacteroides	Pseudobacteroides cellulosolvens
G001262635	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G001262715	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	
G001263175	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales			
G001263205	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Polyangiaceae		
G001263355	Bacteria	Firmicutes_2	Clostridia_10	Eubacteriales_8	Eubacteriaceae	Acetobacterium	
G001263395	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae		
G001263415	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_5			
G001263615	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
G001263755	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G001263795	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G001264245	Bacteria	Cyanobacteria		Chroococcales_1	Microcystaceae	Microcystis	Microcystis aeruginosa
G001265075	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Salinicoccus	
G001266655	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
G001266675	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
G001266695	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
G001266715	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
G001266735	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
G001267155	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	
G001267175	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
G001267535	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Erwiniaceae_1	Erwinia	
G001267865	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
G001267925	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	
G001267945	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae		
G001267955	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	Roseivirga seohaensis
G001269425	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales			Candidatus Baumannia cicadellinicola
G001269985	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Pseudoalteromonadaceae	Pseudoalteromonas	
G001270065	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Limnohabitans	
G001270375	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G001270745	Bacteria	Actinobacteria	Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	
G001270965	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales			
G001273385	Archaea	Candidatus Bathyarchaeota					
G001273495	Archaea	Candidatus Bathyarchaeota					
G001273775	Bacteria	Nitrospirae_1	Nitrospira_1	Nitrospirales_1	Nitrospiraceae_1	Nitrospira	
G001273835	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Leucobacter	
G001273895	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_6	Fictibacillus	
G001274535	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	
G001274715	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus migulanus
G001274775	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Rossellomorea	
G001274875	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales			
G001274895	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
G001274915	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
G001274935	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Priestia	
