	kingdom	phylum	class	order	family	genus	species
N10356							
N10357							
N10358							
N10359							
N10360							
N10361							Bartonella clarridgeiae
N10362							
N10363							
N10364							
N10365							
N10366							
N10367							
N10368							
N10369							
N10370							
N10371							
N10372							bacteria symbiont BFo2 of Frankliniella occidentalis
N10373							
N10374							
N10375							
N10376							
N10377						Enterobacter	
N10378							
N10379							
N10380							
N10381							
N10382							
N10383							
N10384							
N10385							
N10386							
N10387							
N10388							
N10389							
N10390							
N10391							
N10392							
N10393							
N10394							
N10395							
N10396							
N10397							
N10398							
N10399							
N10400							
N10401							
N10402							
N10403							
N10404							
N10405							
N10406							
N10407							
N10408							
N10409							
N10410							
N10411						Pseudorhizobium	
N10412							
N10413							
N10414							
N10415							
N10416							
N10417							Bartonella bovis
N10418							Bartonella bacilliformis
N10419							
N10420							
N10421							
N10422							
N10423							
N10424							
N10425							
N10426							
N10427							
N10429							
N10430							
N10431							Prevotella intermedia
N10432							
N10433							
N10434							Prevotella bryantii
N10435							
N10436						Roseivivax	
N10437							
N10438							
N10439							
N10441							
N10442							
N10443							
N10444							
N10445							
N10446							
N10447							
N10448							
N10449							
N10450							
N10451							Bartonella washoeensis
N10452							
N10453							
N10455							
N10456							
N10457							
N10458							
N10459						Escherichia	Escherichia coli
N10460							
N10461							
N10462							
N10463							
N10464							
N10465							
N10466							
N10467							
N10468							
N10469						Sulfitobacter	
N10470							
N10471							
N10472							
N10473							
N10475							
N10476							
N10477							
N10478							
N10479							
N10481						Pluralibacter	
N10482							
N10483						Kluyvera	
N10484						Klebsiella	
N10485						Citrobacter	
N10486							
N10487							
N10488							
N10489							
N10490							
N10491							
N10492						Ruegeria	
N10493							
N10494							
N10495							
N10496							
N10497							
N10498							
N10499							Bartonella rattimassiliensis
N10500							Bartonella tribocorum
N10501							
N10502							
N10503							
N10504							
N10505							
N10506							
N10507							
N10508							
N10509							
N10510							Sulfitobacter donghicola
N10511							
N10512							
N10513							
N10514						Tritonibacter	
N10515						Phaeobacter	
N10516							
N10518							
N10519							
N10520							
N10521							Bartonella henselae
N10522							
N10523							Bartonella vinsonii
N10524							
N10527							
N10528							
N10529						Salipiger	
N10530							
N10531							
N10532							
N10533							
N10534						Leisingera	
N10535							
N10537							
N10538							
N10539							
N10540							
N10541							
N10542							
N10543							
N10544							
N10545							
N10546							
N10547							
N10548							
N10549							
N10550							
N10551							
N10552							
N10553							
N10554							
N10555							
N10556							
N10558							
N10559							
N10560							
N10561							
N10563							
N10565							
N10566							
N10567							
N10569							
N10571							
N10572							
N10573							
