	kingdom	phylum	class	order	family	genus	species
N4004					Propionibacteriaceae		
N4005							
N4006					Nocardiopsaceae		
N4007							
N4008							
N4009							
N4010							
N4011					Brevibacteriaceae	Brevibacterium	
N4012					Micrococcaceae		
N4013							
N4014							
N4015							
N4016				Micrococcales_3			
N4017							
N4018							
N4019					Desulfallaceae		
N4020					Peptococcaceae_2		
N4021							
N4022							
N4023							
N4024						Mitsuokella	
N4025						Selenomonas_1	Selenomonas ruminantium
N4026							
N4027							
N4028							
N4029							
N4030							
N4031							
N4032							
N4033							
N4034							
N4035							
N4036							
N4037							
N4038							
N4039						Peptoanaerobacter	
N4040							
N4041							
N4042							
N4043						Caloranaerobacter	
N4044							
N4045							
N4046						Helcococcus	
N4047							
N4048							
N4049							
N4050							
N4051							
N4052							
N4053							
N4054							
N4055							
N4056							
N4057							
N4058							
N4059							
N4060							
N4061							
N4062							
N4063							
N4064						Coprococcus	
N4065							
N4066							
N4067							
N4068							
N4069							
N4070							
N4071						Oribacterium	
N4072						Lachnoclostridium	[Clostridium] aminophilum
N4073							
N4074							
N4075						Butyrivibrio_2	
N4076							
N4077							
N4078							
N4079							
N4080							
N4081							
N4082							
N4083							Brevibacillus laterosporus
N4084							
N4085							
N4086							
N4087							
N4088							
N4089							
N4090							Acholeplasmatales bacterium DTU067
N4091							
N4092							
N4093							
N4094							
N4095						Entomoplasma	
N4096							
N4097					Erysipelotrichaceae_2		
N4098					Coprobacillaceae		
N4099							
N4100							
N4101							
N4102							
N4103							
N4104							
N4105					Bacillaceae_3	Alkalihalobacillus	
N4106							
N4107							
N4108					Bacillaceae_8	Schinkia	
N4109							
N4110							
N4111						Mammaliicoccus	
N4112						Staphylococcus	
N4113							
N4114							
N4115							
N4116							
N4117						Carnobacterium	
N4118					Carnobacteriaceae_2		
N4119							
N4120							
N4121							
N4122							
N4123							
N4124							
N4126							
N4127							
N4128					Candidatus Brocadiaceae		
N4129							
N4130							
N4131							
N4132							
N4133							
N4134							
N4135							
N4136							Akkermansia glycaniphila
N4137							
N4138							
N4139							
N4140							
N4142							
N4144							
N4145							
N4146							
N4147							
N4148							
N4149							Fibrobacter succinogenes
N4150							
N4151							
N4152							
N4153							
N4154							
N4155			Ignavibacteria	Ignavibacteriales	Melioribacteraceae		
N4156							
N4157		Candidatus Kryptonia					
N4158							
N4159							
N4160		Bacteroidetes_2		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae		
N4161		Balneolaeota	Balneolia	Balneolales			
N4162							
N4164							
N4165							Helicobacter pylori
N4166							
N4167							
N4168							
N4169							
N4170							
N4171							
N4172							
N4173							
N4174							
N4175						Myxococcus	
N4176							
N4177							
N4178							
N4179							
N4180							
N4181							
N4182							
N4183							
N4184							
N4185						Nitrospira	
N4186							
N4187							
N4188							
N4189							
N4190							
N4191							
N4192					Desulfomicrobiaceae		
N4193						Desulfonauticus	
N4194							
N4195							
N4196							
N4197							
N4198					Thermodesulfobacteriaceae		
N4199							
N4200							
N4201				Desulfarculales			
N4202							
N4203							
N4204							
N4205						Orientia	
N4206							Rickettsia bellii
N4207							
N4208							
N4209							
N4210							
N4211							
N4212							
N4213							
N4214							Anaplasma marginale
N4216							
N4217				Sphingomonadales			
N4218				Rhodobacterales			
N4219							
N4220							
N4221							
N4222							
N4223							
N4224						Vitreoscilla	
N4225							
N4226							
N4227							
N4228							
N4229					Gallionellaceae		
N4230							
N4231					Nitrosomonadaceae		
N4232					Azonexaceae		
N4233							
N4234							
N4235							
N4236						Parasutterella	
N4237							
N4238					Alcaligenaceae		
N4239							
N4240							
N4241							
N4242							
N4243							
N4244							
N4245					Candidatus Competibacteraceae		
N4246				Chromatiales_1	Ectothiorhodospiraceae		
N4247							
N4248							
N4249							
N4250						Thiomicrospira	
N4251							
N4252					Piscirickettsiaceae_1	Piscirickettsia	
N4253					Francisellaceae		
N4254							
N4255							
N4256				Moraxellales			
N4257							
N4258				Kangiellales	Kangiellaceae	Kangiella	
N4259							
N4260							
N4261							
N4263							
N4264							
N4265							
N4266							
N4268							
N4271							
N4272							
N4273							
N4274							
N4276							
N4278							
N4279							
N4280							
N4281							
N4282							
N4283							
N4284							
N4285							
N4286							
N4287							
N4288							
N4289							
N4290							
N4292							
N4293							
N4294							
N4295							
N4296							
N4297							
N4298							
N4299							
N4301							
N4303							
N4304							
N4305							
N4306							
N4307							
N4308							
N4309							
N4310							
N4311							
N4312							
N4313							
N4315							
N4316							
N4317							
N4318							
N4319				Pleurocapsales			
N4320							
N4321							
N4322							
N4323						Trichodesmium	
N4324							
N4325							
N4326							
N4328							
N4330						Bellilinea	
N4331							
N4332							
N4333							
N4334							
N4335							
N4336							
N4337							
N4338							
N4339							
N4340							
N4341							
N4342							
N4343							
N4344							
N4345							
N4346							
N4347						Pseudonocardia	
N4348							
N4349				Pseudonocardiales_1	Pseudonocardiaceae_1		
N4350					Dietziaceae	Dietzia	
N4351							
N4352					Segniliparaceae	Segniliparus	
N4353							
N4354							
N4355							
N4356					Kribbellaceae	Kribbella	
N4357					Nocardioidaceae		
N4358						Nocardiopsis	
N4359					Thermomonosporaceae		
N4360					Streptosporangiaceae		
N4361				Catenulisporales			
N4362				Streptomycetales	Streptomycetaceae		
N4363					Ornithinimicrobiaceae		
N4364							
N4365							
N4366							
N4367							
N4368							
N4369							
N4370							
N4372							
N4373						Brachybacterium	
N4374					Demequinaceae	Demequina	
N4375							
N4376				Bifidobacteriales			
N4377				Actinomycetales	Actinomycetaceae		
N4378						Desulfallas	
N4379						Desulfofundulus	
N4380							Desulfitobacterium hafniense
N4381							
N4382							
N4383							
N4384							
N4385							
N4386							
N4387							
N4388							
N4389							
N4390							
N4391							
N4392							
N4393							
N4394							
N4395							
N4396						Peptostreptococcus	
N4397							
N4398							
N4399							
N4400							
N4401							
N4402							
N4403							
N4404							Ruminiclostridium papyrosolvens
N4405							
N4406							
N4407							
N4408							
N4409							
N4410							
N4411							
N4412							
N4413							
N4414							
N4415							
N4416							
N4417							
N4418							
N4419							
N4420							
N4421						Anaerocolumna	
N4422							
N4423							
N4424							
N4425							
N4426							
N4427							
N4428							
N4429							
N4430							
N4432							
N4433							
N4434							
N4435						Lachnospira	
N4436							
N4437							
N4438							
N4439							
N4440							
N4441						Thermoactinomyces	
N4442							
N4443							
N4444							
N4445							
N4446						Paenibacillus_2	
N4447						Cohnella	
N4448							
N4449							
N4450							
N4451					Acholeplasmataceae		
N4452							
N4453							
N4454							
N4455							
N4456						Erysipelatoclostridium_2	
N4457							
N4458							
N4459							
N4460							
N4461							
N4462							
N4463						Evansella	
N4464							
N4465							
N4466					Bacillaceae_5		
N4467							
N4468							
N4469							
N4470							
N4471					Planococcaceae		
N4472					Bacillaceae_1		
N4473						Jeotgalicoccus	
N4474						Salinicoccus	
N4475							
N4476							
N4477							
N4478							
N4479							
N4480							
N4481							
N4482							
N4483							
N4484						Trichococcus	
N4485					Carnobacteriaceae_3		
N4486					Aerococcaceae		
N4487					Enterococcaceae		
N4488					Streptococcaceae		
N4489						Loigolactobacillus	
N4490							
N4491							
N4492							
N4493							
N4494							
N4495							
N4496							
N4497							
N4498							
N4499							
N4500							
N4501							
N4502							
N4503						Rubritalea	
N4504							
N4505							
N4506							
N4507						Candidatus Protochlamydia	
N4508							
N4510							
N4511							
N4512							
N4513							
N4514							
N4515							
N4516							
N4517							
N4518							
N4519							
N4520						Chlorobaculum	
N4521							
N4522							
N4523					Balneolaceae		
N4524							
N4525							
N4526			Flavobacteriia	Flavobacteriales			
N4527							
N4528							
N4529							
N4530							
N4531							
N4532							
N4533							
N4534							
N4535							
N4536							
N4537						Terriglobus	
N4538						Granulicella	
N4539							
N4540							
N4541							
N4542							
N4543							
N4544							
N4545							
N4546							
N4547							
N4548							
N4549						Desulfomicrobium	
N4550							
N4551						Desulfonatronovibrio	
N4552							
N4553						Desulfovibrio_1	
N4554							
N4555						Thermodesulfatator	
N4556							
N4557							
N4558					Desulfobulbaceae	Desulfobulbus	
N4559					Desulfocapsaceae		
N4560					Desulfarculaceae		
N4561				Syntrophobacterales_2			
N4562				Desulfobacterales_1			
N4563							
N4564							
N4565							Orientia tsutsugamushi
N4566							
N4567							Rickettsia canadensis
N4568							
N4569							
N4570							
N4571							
N4572							
N4573							
N4574							
N4575							
N4576							
N4577							
N4578							
N4579							
N4580							
N4581							
N4583							
N4584							
N4585							
N4586							
N4587							
N4588							
N4589							
N4590							
N4591							
N4592						Methylobacillus	
N4593							
N4594						Sideroxydans	
N4595							
N4596						Nitrosospira	
N4597						Nitrosomonas	
N4598						Dechloromonas	
N4599			Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	
N4600			Betaproteobacteria_4	Rhodocyclales_1			
N4601							
N4602							
N4603							
N4604							
N4605							
N4607							
N4608				Salinisphaerales	Salinisphaeraceae	Salinisphaera	
N4609				Nevskiales			
N4610							
N4611							
N4612							
N4613				Thiotrichales_3	Thiotrichaceae_1		
N4614							
N4615							
N4616							
N4617							
N4618							
N4619							
N4620						Thiomicrorhabdus	
N4621						Hydrogenovibrio	
N4622							Piscirickettsia salmonis
N4623						Francisella	
N4624					Coxiellaceae		
N4625					Legionellaceae		
N4626					Moraxellaceae		
N4627							
N4628				Alteromonadales_1			
N4634							
N4635							
N4637							
N4638							
N4643							
N4644							
N4645							
N4646							
N4647							
N4649							
N4650							
N4651							
N4652							
N4653							
N4654							
N4655							
N4657							
N4658							
N4659							
N4661							
N4662							
N4663							
N4664							
N4665		Candidatus Adlerbacteria					
N4667							
N4668							
N4669							
N4670							
N4671							
N4673							
N4674							
N4675							
N4676							
N4677						Kamptonema	
N4678						Planktothrix	
N4679							
N4680							
N4681							Moorea producens
N4682				Chroococcidiopsidales	Chroococcidiopsidaceae		
N4683				Nostocales			
N4684						Leptolinea	Leptolinea tardivitalis
N4685							
N4686							
N4687							
N4689							
N4691							
N4692							
N4693							
N4694							
N4695							
N4696							
N4697						Blastococcus	
N4698						Glycomyces	
N4699							
N4700							
N4701							
N4702							
N4703							
N4704							
N4705							
N4706					Lawsonellaceae	Lawsonella	Lawsonella clevelandensis
N4707					Corynebacteriaceae	Corynebacterium	
N4708					Mycobacteriaceae		
N4709							
N4710							
N4711							
N4712							
N4713						Aeromicrobium	
N4714							
N4715							
N4716							
N4717						Actinomadura	
N4718							
N4719							
N4720							
N4721						Serinicoccus	
N4722					Intrasporangiaceae_2	Arsenicicoccus	
N4723					Dermatophilaceae		
N4724					Dermacoccaceae		
N4725					Intrasporangiaceae_1		
N4726							
N4727							
N4728							
N4729						Rothia	
N4730						Kocuria	
N4731							
N4732							
N4733							
N4734							
N4735					Ruaniaceae		
N4736							
N4737					Bifidobacteriaceae		
N4738							
N4739							
N4740							
N4741							
N4742							
N4743							
N4744							
N4745							
N4746							
N4747							
N4748							
N4750							
N4751							
N4752							
N4753							
N4754							
N4755							
N4756							
N4757							
N4758							
N4759							
N4760							Anaerococcus prevotii
N4761							
N4763							
N4764							
N4765							
N4766							
N4767							
N4768							
N4769							
N4770							
N4771							
N4772							
N4773							
N4774						Lachnoanaerobaculum	
N4775							
N4776							
N4777							
N4778							
N4779							
N4780							Butyrivibrio crossotus
N4781							
N4782							
N4783							
N4785							
N4786							
N4787							
N4788							
N4789							
N4790							
N4791							
N4792							
N4793							
N4794						Gorillibacterium	
N4795							
N4796							
N4797							
N4798							
N4799							
N4800							
N4801							
N4802							
N4803							
N4804						Acholeplasma	
N4805							
N4806							
N4807							
N4808							
N4809							
N4810							
N4811						Catenibacterium	
N4812							
N4813						Holdemania	
N4814						Solobacterium	
N4815							
N4816							
N4817						Erysipelatoclostridium_1	
N4818							
N4819						Salipaludibacillus	
N4820							
N4821							
N4822							
N4823							
N4824							
N4825							
N4826							
N4827						Pontibacillus	
N4828							
N4829							
N4830							
N4831							
N4832							
N4833						Bacillus_2	
N4834							
N4835							
N4836							
N4837							
N4838							
N4839							
N4840							
N4841							
N4842							
N4843							
N4844							
N4845							
N4846							
N4847							
N4848							
N4849						Granulicatella	
N4850						Aerococcus	
N4851							
N4852							
N4853							
N4854						Streptococcus	
N4855							
N4856							
N4858							
N4860							
N4861							
N4862							
N4863							
N4864							
N4865							
N4868						Rhodopirellula	
N4869							
N4870							
N4871							
N4872							
N4877							
N4878							
N4879							
N4880							
N4881							
N4882							
N4883							
N4884							
N4885							
N4886							
N4887							
N4888							
N4889							
N4890							
N4891							
N4892							
N4893			Saprospiria	Saprospirales			
N4894			Chitinophagia	Chitinophagales			
N4895			Sphingobacteriia	Sphingobacteriales			
N4896			Cytophagia	Cytophagales			
N4897							
N4898							
N4899							
N4900							
N4901							
N4902							
N4903							
N4904							
N4905							
N4906							
N4907							
N4908						Acidobacterium	
N4909							Terriglobus roseus
N4910							
N4911							
N4912							
N4913							
N4914				Desulfuromonadales			
N4915				Syntrophobacterales_1			
N4916							
N4917							
N4918							
N4919							
N4920							
N4921							
N4922							
N4923							
N4925							
N4926					Syntrophobacteraceae		
N4927					Syntrophaceae_2	Desulfobacca	
N4929							
N4930							
N4931							
N4932							
N4933							
N4934							
N4935							
N4936							
N4937							
N4938							
N4939							
N4940					Acetobacteraceae		
N4941							
N4942							
N4943					Sphingosinicellaceae		
N4944							
N4945							
N4946							
N4947							
N4948							
N4949							
N4950							
N4951							
N4952							
N4953							
N4954						Methylotenera	
N4955							
N4956							
N4957							
N4958							
N4959							
N4960							
N4961							
N4962					Rhodocyclaceae	Aromatoleum	
N4963					Zoogloeaceae		
N4964							Sutterella wadsworthensis
N4965							
N4966						Candidatus Kinetoplastibacterium	
N4967							
N4968					Oxalobacteraceae		
N4969					Burkholderiaceae		
N4970						Thiomonas	
N4971							
N4973					Sinobacteraceae		
N4974				Xanthomonadales			
N4975							
N4976							
N4977							
N4978							
N4979							
N4980							
N4981							
N4982				Thiotrichales_6	Piscirickettsiaceae_4	Cycloclasticus	
N4983				Methylococcales			
N4984							
N4985							
N4986							
N4987							
N4988							
N4989							
N4990							
N4991							
N4992							
N4993							
N4994							
N4995							
N4996							
N4997							
N4998				Oceanospirillales_2	Alcanivoracaceae		
N4999							
N5000					Idiomarinaceae		
N5001							
N5002				Aeromonadales_1	Succinivibrionaceae		
N5003							
N5004							
N5006							
N5007							
N5008							
N5009							
N5010							
N5012							
N5013							
N5016							
N5018							
N5019							
N5020							
N5021							
N5022							
N5023							
N5024							
N5025							
N5026							
N5027							
N5028							
N5029							
N5030							
N5031							
N5032							
N5033							
N5034							
N5035							
N5036							
N5037							
N5038							
N5040							
N5041							
N5042							
N5043							
N5044							
N5045							
N5046							
N5047					Hyellaceae		
N5048				Chroococcales_2			
N5049							
N5050							
N5051							
N5052							
N5053							
N5054							
N5055							
N5056							
N5058							
N5059							
N5060							
N5061							
N5062							
N5063							
N5064							
N5065							
N5066							
N5067							Pseudonocardia autotrophica
N5068				Pseudonocardiales_3	Pseudonocardiaceae_3	Saccharopolyspora	
N5069				Actinopolysporales	Actinopolysporaceae	Actinopolyspora	
N5070							
N5071							
N5072							
N5073							
N5074						Mycobacteroides	
N5075							
N5076							
N5077							
N5078							
N5079							
N5080							
N5081						Marmoricola	
N5082						Nocardioides	
N5083							
N5084							
N5085							
N5086							
N5087							
N5088							
N5089							
N5090							
N5091						Streptomyces	
N5092							
N5093						Dermacoccus	
N5094							
N5095						Intrasporangium	
N5096							
N5097							
N5098							
N5099							
N5100							
N5101						Nesterenkonia	
N5102							
N5103							
N5104						Gulosibacter	
N5105							
N5106							
N5107						Ruania	
N5108							
N5109					Cellulomonadaceae	Cellulomonas	
N5110							
N5111							
N5112							
N5113							
N5114							
N5115							Peptococcaceae bacterium SCADC1_2_3
N5116							
N5117							
N5118							
N5119							
N5120							
N5121							
N5122							
N5123							
N5124							
N5125							
N5126							
N5127							
N5128							
N5129							
N5130						Kallipyga	
N5131							
N5132							
N5133							
N5134						Oscillibacter	
N5135							
N5136							
N5137							
N5138							
N5139							
N5140							
N5141							
N5143							
N5144							
N5145							
N5146							
N5147							
N5148						Hungatella	Hungatella hathewayi
N5149						Enterocloster	
N5150							
N5151							
N5152							
N5153							
N5154							
N5155							
N5156							
N5157							
N5158							
N5159							
N5160							
N5161							
N5162							Aneurinibacillus migulanus
N5163							
N5164							Brevibacillus borstelensis
N5165							
N5166							
N5167							
N5168							
N5169							
N5170							
N5171							
N5172							
N5173							
N5174							
N5175							
N5176							
N5177						Candidatus Phytoplasma	
N5178							
N5179							
N5180						Kandleria	Kandleria vitulina
N5181						Sharpea	
N5182							
N5183							
N5184							
N5185						Faecalitalea	
N5186						Faecalibaculum	
N5187							
N5188							
N5189						Geomicrobium	
N5190						Marinococcus	
N5191							
N5192							
N5193							
N5194							Pontibacillus halophilus
N5195							
N5196							
N5197						Terribacillus	
N5198							
N5199						Ornithinibacillus	
N5200							
N5201						Bhargavaea	Bhargavaea cecembensis
N5202							
N5203							
N5204							
N5205							
N5206							
N5207							
N5208							
N5209							
N5210							
N5211							
N5212							
N5213							
N5214							Listeria innocua
N5215							Listeria monocytogenes
N5216							
N5217							
N5218							
N5219							
N5220							
N5221							
N5223							Aerococcus urinae
N5224							
N5225							
N5227						Lactococcus	
N5228							
N5229							
N5230						Latilactobacillus	
N5231							
N5232							
N5233							
N5234						Liquorilactobacillus	
N5235						Ligilactobacillus	
N5236							
N5237							
N5238							
N5239							
N5240							
N5241							
N5242							
N5243							
N5244							
N5245							Akkermansia muciniphila
N5246							
N5248							
N5249							
N5251							
N5252							
N5253							
N5254							
N5255							
N5256						Melioribacter	
N5257						Candidatus Kryptobacter	Candidatus Kryptobacter tengchongensis
N5258						Candidatus Kryptonium	
N5259							
N5260							
N5261						Balneola	
N5262							
N5263					Saprospiraceae	Saprospira	
N5264							
N5265							
N5266							
N5267					Sphingobacteriaceae		
N5268					Amoebophilaceae		
N5269							
N5270							
N5271							
N5272							
N5273							
N5274							
N5275							
N5276			Bacteroidia				
N5277							
N5278							
N5279							
N5280							
N5281							
N5282							
N5283							
N5284							
N5285							
N5286							
N5287							
N5288							
N5289					Desulfuromonadaceae		
N5290					Geobacteraceae		
N5291							
N5292							
N5293						Desulfovibrio_4	Desulfovibrio alaskensis
N5294						Halodesulfovibrio	
N5295							
N5296							
N5297							
N5298							
N5299							
N5300						Thermodesulfobacterium	
N5301							
N5302							
N5303							
N5304							
N5305							
N5306							
N5307							
N5308							
N5309					Desulfobacteraceae		
N5310							
N5311							
N5312							
N5313							
N5314							
N5315							
N5316							
N5317							
N5318					Rhodospirillaceae		
N5319							
N5321						Sandarakinorhabdus	
N5322							
N5323							
N5324							
N5325							
N5326				Parvularculales	Parvularculaceae	Parvularcula	
N5327							
N5328				Hyphomicrobiales_2			
N5329							
N5330						Chitinilyticum	
N5331							
N5332							
N5333							
N5334							
N5335						Neisseria	
N5336							
N5337							
N5338							
N5339							
N5340							
N5341							
N5342							
N5343							
N5344						Thauera	
N5345							
N5346							
N5347							
N5348							
N5349							
N5350							
N5351						Oxalobacter	Oxalobacter formigenes
N5352							
N5353						Polynucleobacter	
N5354							
N5355							
N5356							
N5357							
N5358					Comamonadaceae		
N5359							
N5360							
N5361					Rhodanobacteraceae		
N5362							
N5363							
N5364							
N5365							
N5366						Beggiatoa	
N5367							
N5368							
N5369							
N5370							
N5371							
N5372				Chromatiales_3	Chromatiaceae_3	Nitrosococcus	
N5373				Thiotrichales_4	Piscirickettsiaceae_3	Methylophaga	
N5374							
N5375							
N5376				Thiotrichales_5	Thiotrichaceae_2	Achromatium	
N5377				Chromatiales_2	Chromatiaceae_1		
N5378							
N5379							
N5380							
N5381							
N5382							
N5383							
N5384							
N5385							
N5386							
N5387							
N5389							
N5390							
N5391							
N5392							
N5393							
N5394						Moraxella_2	
N5395							
N5396						Alcanivorax	
N5397							
N5398							
N5399							
N5400							
N5401					Alteromonadaceae_1		
N5402							
N5403							
N5404							
N5406							
N5409							
N5410							
N5411							
N5413							
N5415							
N5416							
N5418							
N5419							
N5420							
N5421							
N5422							
N5424							
N5425							
N5426							
N5427							
N5428							
N5429							
N5430		Candidatus Kaiserbacteria					
N5431							
N5432							
N5433							
N5434							
N5435							
N5436							
N5438							
N5439							
N5440							
N5442							
N5443							
N5444							
N5446							
N5447							
N5449					Geminocystaceae	Cyanobacterium	
N5450					Chroococcaceae		
N5451				Synechococcales_2	Merismopediaceae	Synechocystis	
N5452							
N5453							
N5454						Arthrospira	Arthrospira platensis
N5455						Limnospira	
N5456							
N5457							
N5458							
N5459					Nostocaceae_1	Nostoc	
N5460							
N5461							
N5462							
N5463							
N5464							
N5465							
N5466							
N5467							
N5468							
N5469							
N5470							
N5471							
N5472							
N5473							
N5474							
N5475							
N5476							
N5477							
N5478							
N5479							
N5480							
N5481						Mycolicibacterium	Mycolicibacterium rhodesiae
N5482					Tsukamurellaceae	Tsukamurella	
N5483							
N5484							
N5485							
N5486							
N5487							
N5489							
N5490							
N5491							
N5492							
N5493							
N5494							
N5495							
N5496							
N5497							
N5498							
N5499							
N5500							
N5501						Streptacidiphilus	
N5502							
N5503							
N5504							
N5505							
N5506							
N5507							
N5508							
N5509							
N5510							
N5511							
N5512							
N5513							
N5514							
N5515							
N5516							
N5517							
N5518							
N5519					Jonesiaceae		
N5520					Promicromonosporaceae		
N5521							
N5522							
N5523						Alloscardovia	
N5524							
N5525							
N5526							
N5527						Arcanobacterium	
N5528							
N5529							
N5530						Mobiluncus	
N5531							
N5532							
N5533							
N5534							
N5535							
N5536							
N5537							
N5538							
N5539							
N5540							
N5541							
N5542							
N5543						Clostridioides	
N5544							
N5545							
N5546							
N5547							
N5548							
N5549							
N5550							
N5551							
N5552							
N5553							
N5554							
N5555							
N5556							
N5557							
N5558							
N5559						Ruminococcus	
N5560							
N5561							
N5562							
N5563							
N5564							
N5565							
N5566							
N5567							
N5568							
N5569						Roseburia	
N5570							
N5571						Pseudobutyrivibrio	
N5572							
N5573							
N5574							
N5575							
N5576							
N5577							
N5578							
N5579							
N5580							
N5581							Paenibacillus larvae
N5582							
N5583							
N5584							
N5585							
N5586							
N5587							
N5588							
N5589							
N5590						Paenibacillus_1	
N5591							
N5592							
N5593							
N5594							
N5595							
N5596							
N5597							Sharpea azabuensis
N5598							Solobacterium moorei
N5599							
N5600							
N5601							
N5602							
N5603							
N5604							
N5605							
N5606							
N5607							
N5608							
N5609							
N5610							
N5611							
N5612							
N5613						Salimicrobium	
N5614						Halobacillus	
N5615						Sediminibacillus	
N5616							
N5617							
N5618							
N5619							
N5620							
N5621						Sporosarcina	
N5622						Planococcus	
N5623							
N5624							
N5625							
N5626							
N5627							
N5628							
N5629							
N5630						Caldibacillus	
N5631							
N5632							
N5633							
N5634							
N5635							Staphylococcus saprophyticus
N5636							
N5637							
N5638							
N5639							
N5640							
N5641							Trichococcus flocculiformis
N5642							
N5643							
N5644							
N5645						Facklamia	
N5646						Enterococcus_2	
N5647							
N5648						Enterococcus_1	
N5649							
N5650							
N5651							
N5652							
N5653							
N5654							Latilactobacillus fuchuensis
N5655							
N5656						Lacticaseibacillus	
N5657						Schleiferilactobacillus	
N5658						Lapidilactobacillus	
N5659							
N5660							
N5661							
N5662							
N5663							
N5664						Weissella	
N5665							
N5666						Pediococcus	
N5667							
N5668							
N5669							
N5670							
N5671							
N5672							
N5673							
N5674							
N5675							
N5676							
N5677							
N5678							
N5679							
N5680							
N5681							
N5682							
N5683							Saprospira grandis
N5684							
N5685							
N5686							
N5687					Chitinophagaceae		
N5688							
N5689						Candidatus Cardinium	
N5690							
N5691					Crocinitomicaceae		
N5693					Schleiferiaceae		
N5694							
N5695							
N5696							
N5697							
N5698							
N5699				Bacteroidales_2			
N5700							
N5701							
N5702							
N5703							
N5704							
N5705							
N5706							
N5708							
N5709							
N5711							
N5712						Geobacter	
N5713							
N5714							
N5715							
N5716							
N5717							
N5718						Desulfovibrio_3	Desulfovibrio vulgaris
N5719							
N5720							Desulfovibrio magneticus
N5721							
N5722						Desulfohalovibrio	
N5723						Maridesulfovibrio	
N5724							
N5725							
N5726							
N5727							
N5728							
N5729							
N5730						Desulfatibacillum	
N5731							
N5732							
N5733							
N5734							
N5735							
N5736							
N5737							
N5738							
N5739							
N5740							
N5741							
N5742					Thalassospiraceae	Thalassospira	
N5743					Terasakiellaceae		
N5744						Magnetospirillum	
N5745							
N5746					Rhodovibrionaceae		
N5747					Kiloniellaceae	Kiloniella	
N5748							
N5749							
N5750					Zymomonadaceae	Zymomonas	Zymomonas mobilis
N5751							
N5752							
N5753							
N5754				Caulobacterales	Caulobacteraceae		
N5755							
N5756					Parvibaculaceae		
N5757				Hyphomicrobiales_1			
N5759						Conchiformibius	
N5760						Kingella	
N5761							
N5762							
N5763							
N5764						Methylophilus	
N5765							
N5766							
N5767							
N5768							
N5769							
N5770							
N5771							
N5772							
N5773							
N5774							
N5775							
N5776							
N5777							
N5778							
N5779							
N5780							
N5781							
N5782							
N5783							
N5784							
N5785							
N5786							
N5787							
N5788							
N5789							
N5790						Nevskia	
N5791							
N5792							
N5793							
N5794					Xanthomonadaceae		
N5796							
N5797							
N5798							
N5799							
N5800							
N5801							
N5802							
N5803							
N5804							
N5805							
N5806					Methylothermaceae		
N5807							
N5808							
N5809							
N5810							
N5811							
N5812						Candidatus Thiodiazotropha	
N5813							
N5814							Solemya velum gill symbiont
N5815							
N5816							
N5817							
N5818							
N5819							
N5820							
N5821							
N5822						Rickettsiella	
N5823							
N5824							
N5825							
N5826							
N5827							
N5828						Legionella_2	
N5829							
N5830							
N5831						Acinetobacter	
N5832							
N5833							Moraxella osloensis
N5834						Psychrobacter	
N5835						Moraxella_1	
N5836							
N5837				Cellvibrionales			
N5838							
N5839				Oceanospirillales_1			
N5840							Idiomarinaceae bacterium HL-53
N5841						Pseudidiomarina	
N5842						Idiomarina	
N5843						Catenovulum	
N5844							
N5845					Colwelliaceae		
N5846							
N5847							
N5848							
N5849						Succinivibrio	
N5850				Alteromonadales_2			
N5851							
N5852							
N5857							
N5858							
N5862							
N5863							
N5864							
N5865							
N5866							
N5867							
N5868							
N5869							
N5870							
N5871							
N5872							
N5873							
N5874							
N5875							
N5876							
N5877							
N5878							
N5879							
N5880							
N5881							
N5882							
N5883							
N5886							
N5887						Geminocystis	
N5888							Synechocystis sp. PCC 6803
N5889							
N5890				Chroococcales_1			
N5891							
N5892							Limnospira indica
N5893							
N5894					Calotrichaceae	Calothrix	
N5895					Nostocaceae_2	Richelia	
N5896					Scytonemataceae		
N5897							
N5898							
N5899							
N5900							
N5901							
N5902							
N5903							
N5904							
N5905							
N5906							
N5907							
N5908							
N5909							
N5910							
N5911							
N5912							
N5913							
N5914							
N5915							
N5916							
N5917						Mycolicibacter	
N5918						Mycobacterium	
N5919							
N5920							
N5921					Nocardiaceae_2		
N5922					Gordoniaceae	Gordonia	
N5923							
N5924							
N5925							
N5926							
N5927							
N5928							
N5929							
N5930							
N5931							
N5932							
N5933							
N5934							
N5935							
N5936						Microbispora	
N5937						Nonomuraea	
N5938							
N5939							
N5940						Kitasatospora	
N5941							
N5942							
N5943							
N5944						Mobilicoccus	
N5945						Luteipulveratus	
N5946							
N5947						Janibacter	
N5948						Tetrasphaera	
N5949							
N5950							
N5951							
N5952							
N5953							
N5954							
N5955							
N5956							
N5957							
N5958							
N5959							
N5960						Scardovia	
N5961							
N5962							
N5963						Gardnerella	Gardnerella vaginalis
N5964						Bifidobacterium	
N5965							
N5966							
N5967							
N5968							
N5969							Mobiluncus curtisii
N5970							Mobiluncus mulieris
N5971						Boudabousia	
N5972							
N5974							Candidatus Arthromitus sp. SFB-mouse
N5975							
N5976							
N5977							Clostridium botulinum
N5978							
N5979							
N5980							
N5981							
N5982							Eubacterium pyruvativorans
N5983							
N5984							Clostridioides difficile
N5985							
N5986						Intestinimonas	
N5987							
N5988							
N5989							
