	kingdom	phylum	class	order	family	genus	species
N6016	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
N6017	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus migulanus
N6018	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus migulanus
N6019	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	
N6020	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_2	
N6021	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_2	
N6023	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6024	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6025	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6026	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6027	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N6028	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Saccharibacillus	
N6029	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N6030	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N6031	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Acholeplasma	
N6032	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Candidatus Phytoplasma	
N6033	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Candidatus Phytoplasma	
N6034	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Candidatus Phytoplasma	
N6035	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1			
N6036	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1			
N6037	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae	Kandleria	Kandleria vitulina
N6038	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae	Sharpea	Sharpea azabuensis
N6039	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae	Sharpea	Sharpea azabuensis
N6040	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Faecalitalea	
N6041	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Faecalibaculum	
N6042	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Faecalibaculum	Faecalibaculum rodentium
N6043	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Erysipelatoclostridium_1	
N6044	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1	Erysipelatoclostridium_1	
N6045	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_5	Alteribacillus	
N6046	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_5		
N6047	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
N6048	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	Alkalihalobacillus clausii
N6049	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
N6050	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
N6051	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Halobacillus	
N6052	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Halobacillus	
N6053	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Sediminibacillus	
N6054	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Gracilibacillus	
N6055	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2		
N6056	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Ornithinibacillus	
N6057	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Lentibacillus	
N6058	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Oceanobacillus	
N6059	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2	Virgibacillus	
N6060	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Sporosarcina	
N6061	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Sporosarcina	
N6062	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Planococcus	
N6063	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae		
N6064	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Paenisporosarcina	
N6065	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae		
N6066	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae	Lysinibacillus	
N6067	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae		
N6068	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_2	
N6069	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6070	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6072	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Caldibacillus	
N6073	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6074	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N6075	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
N6076	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
N6077	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
N6078	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
N6079	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
N6080	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	Listeria monocytogenes
N6081	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_1	Carnobacterium	
N6082	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Aerococcaceae	Facklamia	
N6083	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Aerococcaceae	Facklamia	
N6084	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_2	
N6085	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_2	
N6086	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6087	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6088	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae	Enterococcus_1	
N6089	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6090	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N6091	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6092	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6093	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6094	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N6095	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei
N6096	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Latilactobacillus	
N6097	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N6098	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N6099	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	
N6100	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6101	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6102	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
N6103	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
N6104	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
N6106	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
N6107	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Weissella	
N6108	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Weissella	
N6109	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6110	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	
N6111	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Pediococcus	
N6112	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Pediococcus	
N6113	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6114	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N6115	Bacteria	Candidatus Omnitrophica					
N6117	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	
N6118	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N6119	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae		
N6120	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	
N6122	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
N6123	Bacteria	Bacteroidetes_1	Saprospiria	Saprospirales	Haliscomenobacteraceae		
N6124	Bacteria	Bacteroidetes_1	Saprospiria	Saprospirales	Lewinellaceae	Lewinella	
N6125	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N6126	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
N6127	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
N6128	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales			
N6129	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales			
N6130	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	
N6131	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		
N6132	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Schleiferiaceae		
N6133	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales			
N6134	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N6135	Bacteria	Bacteroidetes_1					
N6138	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2			
N6139	Bacteria	Bacteroidetes_1	Bacteroidia				
N6140	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1			
N6141	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	
N6142	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
N6143	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
N6144	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	
N6145	Bacteria	Nitrospirae_1	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae		
N6146	Bacteria	Nitrospirae_1	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae		
N6147	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Desulfuromonadaceae		
N6148	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Desulfuromonadaceae		
N6149	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Desulfuromonadaceae		
N6150	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae		
N6151	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae	Geobacter	
N6152	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1			
N6153	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1			
N6154	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1			
N6155	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1			
N6156	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1	Syntrophaceae_1		
N6157	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	Halodesulfovibrio aestuarii
N6158	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	
N6159	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_2	
N6160	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_1	
N6161	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfohalovibrio	
N6162	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	
N6163	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae		
N6164	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium commune
N6165	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	
N6166	Bacteria	Proteobacteria_7	Deltaproteobacteria_5	Desulfobacterales_2	Desulfocapsaceae		
N6167	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1			
N6168	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum aliphaticivorans
N6169	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfosarcina	
N6170	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae		
N6171	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
N6172	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
N6173	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia tamurae
N6174	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
N6175	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
N6176	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	
N6177	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
N6178	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
N6179	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	
N6180	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella	
N6181	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae		
N6182	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	
N6183	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
N6184	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
N6185	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Rhodovibrionaceae		
N6186	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Kiloniellaceae	Kiloniella	
N6187	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Candidatus Endolissoclinum	
N6188	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales			
N6189	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
N6190	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1		
N6191	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales			
N6192	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
N6193	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales			
N6194	Bacteria	Proteobacteria_1	Alphaproteobacteria	Maricaulales			
N6195	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae		
N6196	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
N6197	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
N6198	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_2	Parvibaculaceae		
N6199	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Hyphomicrobiaceae		
N6200	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1			
N6201	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
N6202	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
N6203	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Kingella	
N6204	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
N6205	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
N6206	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae	Neisseria	
N6207	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Methylophilaceae	Methylophilus	
N6208	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas communis
N6209	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	
N6210	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	
N6211	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	
N6212	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae	Taylorella	
N6213	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae	Oligella	
N6214	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae	Pusillimonas (ex Stolz et al. 2005)	
N6215	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Alcaligenaceae		
N6216	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Massilia	
N6217	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Janthinobacterium	
N6218	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae		
N6219	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae		
N6220	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae		
N6221	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
N6222	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
N6223	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N6224	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N6225	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N6226	Bacteria	Proteobacteria_1	Gammaproteobacteria				
N6227	Bacteria	Proteobacteria_1	Gammaproteobacteria	Nevskiales	Sinobacteraceae		
N6228	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
N6229	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
N6230	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
N6231	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
N6232	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
N6233	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
N6234	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae	Thiothrix	
N6235	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
N6236	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae	Thioalkalivibrio	
N6237	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_3	Thiotrichaceae_1		
N6238	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_3	Thiotrichaceae_1		
N6239	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_4	Piscirickettsiaceae_3	Methylophaga	Methylophaga thiooxydans
N6240	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_4	Piscirickettsiaceae_3	Methylophaga	
N6241	Bacteria	Proteobacteria_1	Gammaproteobacteria	Methylococcales			
N6242	Bacteria	Proteobacteria_1	Gammaproteobacteria	Methylococcales	Methylococcaceae		
N6243	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_5	Thiotrichaceae_2	Achromatium	
N6244	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_2	Chromatiaceae_1		
N6245	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_2	Chromatiaceae_1		
N6246	Bacteria	Proteobacteria_1	Gammaproteobacteria			Sedimenticola	
N6247	Bacteria	Proteobacteria_1	Gammaproteobacteria			Candidatus Thiodiazotropha	
N6248	Bacteria	Proteobacteria_1	Gammaproteobacteria			Candidatus Thiodiazotropha	Candidatus Thiodiazotropha endoloripes
N6249	Bacteria	Proteobacteria_1	Gammaproteobacteria				Solemya velum gill symbiont
N6250	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_2	Piscirickettsiaceae_2	Hydrogenovibrio	Hydrogenovibrio marinus
N6251	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Piscirickettsiaceae_1	Piscirickettsia	Piscirickettsia salmonis
N6252	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Piscirickettsiaceae_1	Piscirickettsia	Piscirickettsia salmonis
N6254	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	
N6255	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	
N6256	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Rickettsiella grylli
N6257	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae		
N6258	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae		
N6259	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	
N6260	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae		
N6261	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_2	
N6262	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_2	
N6263	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Legionellaceae		
N6264	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae		
N6265	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
N6266	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
N6268	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	
N6269	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	
N6270	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	
N6271	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	
N6272	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_2	Alcanivoracaceae	Alcanivorax	
N6273	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales			
N6274	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales			
N6275	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_3	Endozoicomonadaceae		
N6276	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
N6277	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1			
N6278	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1			
N6279	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Idiomarinaceae	Pseudidiomarina	
N6280	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Idiomarinaceae	Pseudidiomarina	
