	kingdom	phylum	class	order	family	genus	species
N8609	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
N8610	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_2	Chromatiaceae_1		
N8612	Bacteria	Proteobacteria_1	Gammaproteobacteria				Solemya velum gill symbiont
N8613	Bacteria	Proteobacteria_1	Gammaproteobacteria				Solemya velum gill symbiont
N8618	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella tularensis
N8619	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella tularensis
N8620	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_1	Legionella pneumophila
N8621	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_1	Legionella pneumophila
N8622	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
N8623	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter venetianus
N8624	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
N8626	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella_1	Moraxella catarrhalis
N8628	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Porticoccaceae		
N8629	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
N8630	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		
N8631	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		
N8632	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	
N8633	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
N8634	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
N8635	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Candidatus Portiera	
N8636	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Candidatus Portiera	Candidatus Portiera aleyrodidarum
N8637	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae		
N8638	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Chromohalobacter	
N8639	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Halomonas	
N8640	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Halomonadaceae	Halomonas	
N8641	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
N8642	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
N8643	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
N8644	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Marinobacteraceae	Marinobacter	
N8645	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1			
N8646	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Oceanospirillaceae_1	Marinomonas	
N8647	Bacteria	Proteobacteria_1	Gammaproteobacteria	Oceanospirillales_1	Oceanospirillaceae_1		
N8648	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Paraglaciecola	
N8649	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Paraglaciecola	
N8650	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Glaciecola	Glaciecola pallidula
N8651	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Alteromonas	
N8652	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae_1	Alteromonas	
N8653	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Pseudoalteromonadaceae	Pseudoalteromonas	
N8654	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Pseudoalteromonadaceae	Pseudoalteromonas	
N8655	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Pseudoalteromonadaceae	Pseudoalteromonas	
N8656	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_1	Pseudoalteromonadaceae	Pseudoalteromonas	
N8657	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	Shewanella baltica
N8658	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
N8659	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
N8660	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_3	Psychromonadaceae	Psychromonas	
N8661	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_2	Aeromonadaceae	Aeromonas	
N8662	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_2	Aeromonadaceae	Aeromonas	
N8663	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	Salinivibrio socompensis
N8664	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	
N8665	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
N8666	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
N8667	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	
N8668	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae		
N8669	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
N8670	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
N8671	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		
N8672	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi
N8673	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	
N8674	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	
N8675	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		
N8676	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		
N8677	Bacteria	Proteobacteria_1	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
N8678	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia	
N8679	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Morganellaceae		
N8680	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales			
N8681	Bacteria	Candidatus Nomurabacteria					
N8682	Bacteria	Candidatus Nomurabacteria					
N8683	Bacteria	Candidatus Kaiserbacteria					
N8684	Bacteria	Candidatus Kaiserbacteria					
N8685	Bacteria	Candidatus Taylorbacteria					
N8686	Bacteria	Cyanobacteria		Chroococcales_1	Microcystaceae	Microcystis	Microcystis aeruginosa
N8687	Bacteria	Cyanobacteria		Chroococcales_1	Microcystaceae	Microcystis	Microcystis aeruginosa
N8688	Bacteria	Cyanobacteria		Chroococcales_1	Microcystaceae	Microcystis	Microcystis aeruginosa
N8689	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Saccharomonospora	
N8690	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8691	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8692	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudodiphtheriticum
N8693	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8694	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8695	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8696	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
N8697	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
N8698	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
N8699	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
N8700	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
N8701	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
N8702	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
N8703	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
N8704	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Rhodococcus	
N8705	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Rhodococcus	
N8706	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8707	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8708	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8709	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8710	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8711	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
N8712	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8713	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8714	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8715	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8716	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8717	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8718	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8719	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8720	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8721	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8722	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Pseudarthrobacter	
N8723	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	
N8724	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	
N8725	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	
N8726	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8727	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Curtobacterium	
N8728	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8729	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8730	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N8731	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N8732	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N8733	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	
N8734	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	
N8735	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	Ruminococcus flavefaciens
N8736	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N8737	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	Butyrivibrio hungatei
N8738	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N8739	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N8740	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Blautia	Blautia obeum
N8741	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	Paenibacillus polymyxa
N8742	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Priestia	Priestia megaterium
N8743	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	Bacillus pumilus
N8744	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	Bacillus altitudinis
N8745	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	
N8746	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	Bacillus subtilis
N8747	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	Bacillus subtilis
N8748	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	
N8749	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Weizmannia	Weizmannia coagulans
N8750	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Cytobacillus	
N8751	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N8752	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N8754	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
N8755	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
N8756	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
N8757	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N8758	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N8760	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Companilactobacillus	
N8761	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
N8762	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
N8763	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gigeriorum
N8764	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus pasteurii
N8765	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
N8766	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
N8767	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis
N8768	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
N8769	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
N8770	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N8771	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N8772	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N8773	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N8774	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus antri
N8775	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
N8776	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum
N8777	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Levilactobacillus	
N8778	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus similis
N8779	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Secundilactobacillus	
N8780	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lentilactobacillus	
N8781	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus parafarraginis
N8782	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lentilactobacillus	
N8783	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus lindneri
N8784	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus florum
N8785	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus florum
N8788	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N8789	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N8790	Bacteria	Candidatus Kryptonia				Candidatus Kryptonium	Candidatus Kryptonium thompsoni
N8791	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	
N8792	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	
N8793	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N8794	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	
N8795	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea flava
N8796	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea flava
N8797	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	
N8798	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	
N8799	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N8800	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	
N8801	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	
N8802	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
N8803	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
N8804	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
N8805	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8806	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8807	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	Pedobacter antarcticus
N8808	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	Pedobacter heparinus
N8809	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8810	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	
N8811	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae		
N8812	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae		
N8813	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae		
N8814	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	
N8815	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	
N8816	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	
N8817	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	
N8818	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter akesuensis
N8819	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1	Runella	
N8820	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1		
N8821	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1		
N8822	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Weeksellaceae		
N8823	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
N8824	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
N8825	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides odoratus
N8826	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	
N8828	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
N8829	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
N8830	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zhouia	
N8831	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zhouia	
N8832	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8833	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8834	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	
N8835	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8836	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	
N8837	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8838	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2	Rikenellaceae	Alistipes	
N8839	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales			
N8840	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N8841	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N8842	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Tannerellaceae	Parabacteroides	
N8843	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae	Dysgonomonas	
N8844	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae		
N8846	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Phocaeicola	
N8847	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Bacteroides	
N8848	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_2		
N8849	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1		
N8850	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
